Emotion,Text,
Positive,great musical good value verified purchase  yes  condition new  sold by marcisbooks,
Positive,fantastic really really enjoyed 5 star,
Positive,cat playhouse cons instructions horriblethe pros well built looks good colors great cat loves  one upstairs one downstairs,
Positive,cats love great material soft cozy verified purchase  yes  condition new  sold by betterhomechoice,
Positive,cats lounge all day cats love use all different levels,
Positive,overall good  needs little improvement dissatisfaction item no bedding pad inside condo room,
Positive,excellent value excellent cat tree everyone looked locally not near sturdy well built oneand almost twice price highly recommend,
Positive,cat condo deluxe great quality price,
Positive,love blast second one bought  nothing wrong itjust opposite  cats love love love  play scratch all time  first tore off orange feathers wand destroyed treehaving blast   ebay place could find wasnt stockread full review,
Positive,great buy two cats ages 14 months 15 months love toy play separately together never pass toy think would like highly recommend fur babies price excellentread full review,
Positive,best cat post ever cat went crazy  got feathers ribbon off discovered carpet scratching post,
Positive,well made scratching post cat scratch post well made cat not seem care post,
Positive,cat scratch cat loved,
Positive,scratching post cats happy play scratch everyday,
Positive,quality product good price cat loves large ball very happy get whole bunch good price thank,
Positive,jumbo sparkle ball tuff kitty puff came exactly pictured definitely large kittens smaller cats great well made favorite part arent noisy buy smaller version next timeread full review,
Positive,happy kitty cat loves glitter balls kept losing smaller 1 inch balls upgraded larger ones not cheap ones well built worth money,
Positive,fun durable tried smaller version kittens managed pluck threads off within couple hours  holding very well  kittens love,
Positive,nice product cat turned away kitty puffs well made sturdy pretty cat didn’t go all can’t recommend cats finicky another cat may nuts didn’t enough bounce light action encourage kitty chase themread full review,
Positive,fun play cat loves plays sometimes fall asleep,
Positive,sparkle ball kitty toy cat loves toy plays all day ,
Positive,quality expected great excellent size cats,
Positive,sparkle balls little pricey,
Positive,yeoww cat toy pollock cars highly approve  great toys,
Positive,super great,
Negative,worthless product cannot remove scratches way advertised advertisement misleading,
Positive,very good stuff 100 good,
Neutral,not receive item yet not receive item yet,
Negative,car scratch not yet received order waiting many months,
Negative,didn’t receive package haven’t received package yet,
Negative,never came  never came,
Positive,good value good basic mixture sizes types good general use,
Positive,good sizes good asst need one,
Positive,corvette parts use tabs corvette i’m redoing 73 stingray,
Positive,good clips good product,
Positive,good purchase very satisfied,
Positive,"bought boyfriends truck bought boyfriends 1979 f100
looks good old truck old style",
Positive,rime excellent quality verified purchase yes  condition new,
Positive,espectacular verified purchase yes  condition new,
Positive,excellent value ive seen shops wanted twice price one terminal  identical   work perfectly well designed manufactured  use leisure batteries motor home  also fit land rover discovery make battery disconnection simple easy without any tools  recommend themread full review,
Neutral,manufacturing tolerances whilst look like terminal clips manufacturing tolerances kilter result clips very very hard put battery terminals removeone clips bent undoing replaced very quickly cheerfully supplier well donewhen buy try find ones slightly beefier  even means quid extraread full review,
Positive,car battery terminals very strong well madewanted replace touring caravan clips practical secure  well pleased  recommend friends family5         thankyou tonyread full review,
Negative,ok better types available stiff  quicker unscrew terminal   bought styles work far better cheap enough keep spares,
Positive,cheap functional brass coated aluminum rather solid brass work okay id use something heaviergrade serious applications theyre functional nonetheless very very cheap,
Positive,great company items delivered wrong address royal mail still havent turned great company rang delightful person arranged replacement order sent first class home address ask 5 star companyread full review,
Positive,used clay pidgeon trap gets fair bit wear  standing well constant use good quality thanks,
Positive,good start purchased link 2 batteries together nice quality good fixings plated brass thats probably better clamp securely seem working well,
Positive,good sturdy great product light weight very sturdy easy snap off,
Positive,saved trip town k dutton kit car,
Positive,12v battery terminals excellent neededthe quality good pricehighly recommended 😊,
Positive,says tin say apart sturdy little chaps great job quality superb price right,
Positive,good product good product not quite heavy duty enough purpose  thats problem not product,
Positive,good quality easy use good quality product,
Positive,good quality product reason gave 4 stars not 5 very tight fit open get,
Positive,quick release terminals easy use fit good service,
Neutral,slightly rusty sorry send back used one nuts current setup verified purchase  yes  condition new  sold by rstrading17,
Positive,good product excellent product quick easy use,
Positive,good expected verified purchase  yes  condition new  sold by diycarserviceparts,
Positive,quick release terminals good connection easy use caravan battery,
Positive,easy use snaps off no tools needed robust want,
Positive,easy install good value money product makes battery removal replacement much easier,
Positive,battery quick release terminals nice easy use,
Positive,very easy use great quality terminals very little cash,
Positive,easy simple robust bought replace crimped lugs failed 1 day purchase far better tightened well onto cable not any problems since fitting,
Positive,battery terminal clamps look good well made like two screws secure incoming wires positive negative sources  theory better single screw,
Negative,brass clips first look appeared fine went france still packet arrival lake attached electric outboard cablesall good far attached clips battery terminal tightened gently one snapped read full review,
Positive,clamps exactly made discribed  arrived expected time,
Positive,adequate well made sliding sleeve ensures all strands cable held tightly good diameter larger cables not flimsy all,
Positive,top terminals along battery recently purchased work well tgethermany thanks,
Positive,good expected beeasy use good quality ,
Positive,terminal connectors works great gv money buy kindest regards advance brett,
Positive,battery terminals arrived quickly solid construction  well made reasonably priced,
Neutral,quick release clamps easy fit good price cant use standard jump leads need,
Positive,great product exactly needed much cheaper buying high street shop,
Negative,not standard car size decent enough product motorcycle leisure batteries perhaps bought listing describing standard car size far small any car terminals ive tried onread full review,
Positive,brass like battery terminals not actually brass light allow work well,
Positive,good quality advertised perfect use,
Positive,right exactly wanted job well,
Positive,nice n easy great product easy connect cables easy clip off battery,
Positive,size crtical good product wholly dependant upon size terminals check first  didnt,
Neutral,terminals one fits great doesn’t all car battery terminals different size dont try bashing you’ll damage inside battery,
Positive,good find ideal wanted mindful batteries come larger positive smaller negative connections may not fit all batteriesapart good find,
Positive,battery terminals pleased terminals regards cost delivery quality would use without hesitation,
Positive,good product well good product easy fit,
Positive,tidy little clamps  reservationsbuy not bad all price,
Positive,good replacement original arrived quickly fitted battery well,
Positive,wouldnt change good quality reasonable cost,
Positive,clip battery terminals standard product far  away best price  fastest delivery,
Positive,battery clamps good quality easy fit,
Positive,value money impressed say least well made strong intend fix cables clamp run solder great value thanks,
Positive,good price good value good recommend,
Positive,surprising price quality far surpassed expectations,
Positive,battery clamps job easily  simple fit one small minus sure get correct wire thickness heavy duty,
Positive, easy fitting terminals  easy fit solid item ,
Positive,battery terminals good quality  job designed thankyou,
Positive,excellent product need order another pair brilliant,
Positive,simple cheap cheap good value great use,
Neutral,ok single wires says all  good bridged wires single wire,
Positive,battery connectors great value,
Positive,fine battery terminals no no less sturdy battery terminals ordered expected,
Positive,quick release terminals very easy attach  cables tight fit battery terminals,
Positive,good quality good quality little money,
Positive,all good verified purchase  yes  condition new  sold by timgreen880,
Neutral,cheap very poor quality may well suit small car thats verified purchase  yes  condition new  sold by diycarserviceparts,
Positive,time tell good time tell good,
Positive,goodbye croc clips still tested load far very good,
Positive,good item meant,
Negative,made alloy white soft metal melts soldered melted solder,
Positive,great radio auxiliary blue tooth needs  installed radio boat not true marine radio not exposed elements much sound quality good price pushing four speakers fairly well use sirius xm setup installed easily harness din slide frame ill fine tune use 65 speakers time tell expect work well years price get another fails few yearsread full review,
Negative,one looser hate complain things life product dud fm reception horrible affected tall buildings even cars next lane bt option seemed work fine stereo fairly easy use navigate suspected poor antenna connection attributing poor fm reception replaced unit brand name stereo working great not antenna issueread full review,
Positive,good money works good need cheap radio radio good bluetooth works good complaint built microphone weak phone calls person barely hear talking cant expect anything amazing w unit cheap better expectedread full review,
Positive,boss audio 616uab good basic single din radio pleasantly surprised actual sound quality better expected nice clean no fuss radio easy navigate looks quite nice installed comes remote all fittings complete basic install single din installation already fitted breezehaving no cd not issue sdusb port bluetooth options stream music mobile also hands free although basic bt phone shame cant install phone book store numbers menu recall single number memory recall basic radio not all bells whistles price quite adequate want clean looking good sound basic radioread full review,
Positive,great price ok sound very dim display sound quality not great totally works fine price good deal installed partners car mainly listens podcasts purpose fine big improvement little fm antenna bluetooth thingy using beforemain complaint display impossible see any amount daylight even brightest setting unit very simple operation get phone connected dont really need see screenoverall really good deal incredibly cheap priceread full review,
Positive,cheap bluetooth head unit bought project car ive owned few cheap ones couldnt see screen sun one good brightness sound quality expected price not terrible radio remote wire preamp speakers keybluetooth not show caller music title cheap ones overall id recommend especially rust bucket boatread full review,
Positive,pretty good little radio im pretty happy unit one few low cost decks accurate wattage ratingsthere three minor grips havelike all boss decks one not ability say clock long press button show time couple seconds time goes awaythe blue lights little bright even dim mode led blue lights night little bright not terriblewhats car logo center display not go awayread full review,
Positive,low cost media player bluetooth bought bluetooth capability easy setup pair smartphone also like sd card usb option dont connect phone every time paid 40 simple installread full review,
Positive,easy install  great sound  bluetooth excellent feature   great product great price,
Negative,works well enough get pay preset memory continually resets car turned off although continuous power appropriately supplied result failing lithium battery something like recommend manufacturer use reliable memory saverthe sound quality suffers treble high ranges playing radio stations doesnt happen using usb stick happen using bluetoothread full review,
Positive,boss 616 boss stereo price great value  controls very small difficult use hard read read many negative reviews buying far much better expected would buy without hesitationread full review,
Negative,would not work installing unable comment operation product since not work properly carefully following installation instructions came contacted manufacturer issue first reinstall product call troubleshoot issue phone output get product 1600 goodbye very frustrating since followed every detail wiring schematic electrical background not anticipated all may return itemread full review,
Positive,get groove great price very pleased radio husband installed chevy hhr replace another radio easy use navigate sound quality excellent price highly recommend,
Positive,boss radio stereo works great all features wanted no radio reception could location,
Positive,kinda suprised day night compared radio already  old pinoneer  im very pleased performance no problems pairing bluetooth radio very simple easy use highly recommended affordable radio features popular name brandread full review,
Positive,job bought fit 1979  datsun liked small size width almost any car stereo length wise pretty much size cd player pretty easy fit glove boxsound cant really complain im running 40 years old speakers im not expecting any thing loud easy bluetooth connectionread full review,
Positive,quiet amazed little radio quiet awesome price simple design easytouse functions auxiliary bluetooth half price bigger brand radios plus no cd player uses quality sound surprisingly clear bluetooth clarity music phone ends amazing bang buck corny right lolread full review,
Positive,great features great product,
Positive,good price bluetooth function good quality sound price item can’t beat purchased put travel trailer,
Negative,freezes plays good 20mims freezes no controls work not even power off  way get work use reset button go thru whole setup procedure  complete junk sending back refundread full review,
Positive,would recommend don’t want cd works better expectedeasy install light weight,
Positive,good unit took 10 mins hook very easy use item new well can’t beat price,
Positive,killer stereo less 40 bucks boss 616uab bargain paired 4 boss coaxial 4x6 speakers 94 gmc pickup sounds great remote control pretty cool toowish would display clock stereo use u flip clock pretty east would beef pretty pettyread full review,
Positive,not bad wish sound little better hey price great bluetooth music works greatno remote,
Positive,boss head unit unit very easy install easy use off all give great soundi love buy another sooninstalled 2000 corolla,
Positive,great radio good radio money love blue tooth feature,
Positive,great paired 1100w boss riot two 1000w 12 inch subs great im going big 3 upgrade put 0 gauge wiring thru system get max power soon boss,
Positive,easy install easy use fast connection bluetooth easy use great sound quality 5,
Positive,great product great sound great price shipped quickly bluetooth very easy use,
Positive,great value very surprised works excellent no problems far maybe update year right it’s great,
Neutral,dose not fit either van car since no dimenstion specification purchased unit assumption type device  universally fit car not true not able use unit ,
Positive,good value good value great sounda little bit dated though,
Positive,new radio receuived radio read instructions easy installand set upgreat quality sound 2new 6 x 9 speakerslove itdave bard,
Neutral,inexpensive radio although inexpensive radio not bad money drawback antenna power weak local channels weak signal added power connection still weak,
Positive,working fine installed 2008 suzuki c50 tramp trike sirius hooked aux iphone connected bluetooth dont listen amfm much really dont rating feature,
Positive,love less 30 bucks free ship got little radio works very well good sound looking bluetooth everything need dont use cds dont mis function,
Positive,all ok good sound price every time needed turn random play not saved usb working charge,
Positive,awesome dont usually write reviews great price unit really surprised way better sound stock  unit easy installed initially paired bluetooth iphone really surprised automatically paired started car  order separately purchase  harnessfaceplate  frame fit car 900thank youread full review,
Positive,good easy use put immediately worked good sound great product,
Positive,great value works great great sound wife loves,
Positive,good stereo money not top line lot features low price,
Positive,better expected excellent sound easy install easy use,
Positive,great product nice construction easy install great sound,
Positive,great stereo price got sons 2002 saturn sc2 birthday perfect wanted hes happy loves works sounds great buy great seller,
Positive,1986 regal money amazing  wanted bluetooth old school wprks very well simple install,
Positive,good want keep dash retro looking non attention grabbing probably wont get stolen bluetooth plays soon cars verified purchase  yes  condition new  sold by vmexpress,
Positive,good buy 👍🏼 good product sounds goodand easy set stations ,
Positive,great radio verified purchase  yes  condition new  sold by norfolkson,
Positive,good verified purchase  yes  condition new  sold by thefamilystore,
Positive,works great  love remote bt connect perfect boat  like remote getting volume,
Positive,easy looking inexpensive single din no frills radio even comes mounting cage,
Positive,great product price everything says bluetooth usb drive work well great product price everything says bluetooth usb drive work well,
Positive,good price blows away think 99 works very well easy install,
Positive,good buy good radio great price,
Positive,good stereo cost easy use works well far,
Positive,nice stereo im really impressed stereo connects soon turn truck,
Neutral,good not sd card slot wanted good radio price,
Positive,boss stereo  stereo came fast product came very professional high quality all wires screws needed even came remote give 5 stars,
Positive,great verified purchase  yes  condition new  sold by pkstiedyes,
Positive,very good verified purchase  yes  condition new  sold by homegardenand,
Positive,perfect radio radio simple works great best radio ever installed vehicle,
Positive,thanks verified purchase  yes  condition new  sold by dealwizardusa,
Neutral,willie louisiana wire harness poorly constructed already need replacedpower plug,
Positive,excited havent installed yet came early,
Positive,great buy basic deck beat 50 unit,
Positive,good product usa thailand good product usa thailand thank very much,
Positive,great little radio great price fast shipping great product used golf cart,
Positive,boss car audio fast ship item exactly described,
Positive,very good product verified purchase  yes  condition new  sold by speeceinc,
Negative,buy cheap get junk radio fades times  radio looses memory week dont buy,
Positive,great truck hot wheels 2019 great phot wheels bring back retro bigfoot lots fun playing kids love fan favorite,
Positive,"monster truck awesome
",
Positive,im seeing purple yes another quality solid addition hot wheels sporting fabulous real riders team transport hits mark purple bodies gold rims im crazy rauh welt porsche wide rear sport stance aero lift nice graphics true winner collectionread full review,
Positive,affordable rwb regular guy great attention detail craftsmanship avid fan nikaisan’s work wonderful way rwb porsche without breaking bank i’m really happy see hot wheels recognized honored nikaisan’s contribution custom car communityread full review,
Positive,love collectibles hot wheels collector specific year collectibles great works past childhood  highly recommend young beginners us old farts collect admire days gone byread full review,
Positive,awesomem porsche awesome 930 hw porsche nice hauler very collectable  nice piece,
Positive,awesome well made great look great conversation others dont,
Positive,purple porsche passion super nice detail tampo printing spot,
Positive,great item add collection awesome hot wheels add collections,
Positive,hot wheels exact product wanted would repeat costumer,
Positive,nice good yeah,
Positive,great display piece awesome details,
Positive,excellent came perfect condition,
Positive,hotwheels collectors beautiful casting,
Positive,best model car diecast model car perfect size came time wheels work good came nice secure good condition great paint job design overall would recommend,
Positive,love 2yo son loved right away it’s favorite toy gorilla glued rubber tires wheels doesn’t bite off great toy,
Positive,ford police car very nice police car  looks like real car great details  very small size car great train layout 👌,
Positive,nice very detailed little cop car looks great chasing ford gt desk,
Positive,happy buyer like new good price,
Positive,fair would nice hood open show engine trunk opened,
Positive,great excellent product,
Positive,police car great pullback car,
Positive,car should’ve lemans 1966 awesome tribute great american race car driver highly detailed like finished race recommend adult auto enthusiast display collection ,
Positive,great model  good value great model very authentic,
Positive,great model great detail real metal not resin pos,
Positive,hotwheel awesome product,
Positive,m2 machine  chase great features very nice mint box,
Positive,great feature product new colletible,
Positive,coca cola studebaker diecast excellent model very satisfied thankyou,
Positive,very good looking very nice addition coca cola collection,
Positive,great addition fun ride graphics surf board packaging  perfect,
Positive,great pick collection verified purchase  yes  condition new  sold by mass4869,
Positive,love colors wanted got,
Positive,nice sweet collectible,
Positive,coca cola car great product money,
Negative,definitely not new condition  original package pretty messed definitely not new condition ,
Positive,lot cell holders similar abco no one power magnet little guy second one owe iphone 8 cost 100000 abco magnet take good care never fall holding even roff roads make favor self don’t buy cheap stuff give head ache,
Positive,nice easy  100 recomended verified purchase yes  condition new,
Positive,nice nice item,
Positive,car super cool cant go wrong bugatti thank verified purchase yes  condition new,
Negative,different instructions points vague best even glue tabs getting walls stick squarely base tough price good end product mediocre pieces small not worth aggregation need figure overall better system,
Positive,great verified purchase yes  condition new,
Positive,instructions instructions different building figured anyway like building,
Positive,great food cover plate light weight transparent easy use clean  musthave microwave accessory  ideal heating soup without making mess,
Neutral,microwave food cover  would not recommend ones received very flimsy get extremely hot short period time  microwave making difficult remove ,
Positive,good buy not sure would fit square dinner plates fit almost perfectly straight edgesvery pleased purchasepros good size work wellcons slightly flimsy not problemread full review,
Positive,light thindoes job well pair protective plastic plate covers good preventing heating microwave cooker sometimes spoilt plate cover setting grill button ruin cover hence purchase take careread full review,
Positive,says label brilliant use conjunction microwave plate put cooked meals reheating later excellent results no mess,
Positive,bargain made pack 2 getting fed food splashing heated microwave,
Positive,great spaltter covers great pack 2 microwave covers great size easy clean definitely recommend,
Positive,brilliant good quality product perfect keeping microwave clean saves using cling film,
Positive,protects inside microwave use keep splashes going off inside microwave  also keep food hot kitchen side hard wearing  great value money ,
Negative,breakage product not strong enough 2 year old girl step side all split,
Positive,very useful very good very practical,
Neutral,job  product ok dimples top lifting not great idea,
Positive,handy gait must  every micro needs one ,
Positive,great don’t use cling film save money long run less plastic waste ,
Positive,large cover height wanted would buy good quality,
Positive,excellent very useful good quality,
Positive,mmsaya it’s good qualityafter several usage it’s still goodi definitely recommend others,
Positive,effective functional good value money very useful kitchen aid cooking,
Positive,great microwave food cover 👌 love microwave food cover great value money keep heat keep everything tidy,
Positive,great 2 perfect microwave lids great office 2 good quality brilliant size,
Neutral,good value microwave cover expected  says tin,
Positive,microwave plate covers hard get hold very useful good  strong,
Positive,superb quick delivery happy product,
Positive,strong easy strong easy clean,
Negative,dont one split less 7 days ordinary usagebottomwaste,
Positive,perfect excellent item saves cleaning microwave daily,
Positive,meets needs like want quality,
Positive,job good value quite thin job  very happy,
Positive,recommended v good product v good service,
Positive,two pack microwave food cover plate two pack microwave cover plate great value job would recommend,
Positive,microwave food covers excellent value money,
Positive,great product product exactly shown good value money,
Positive,functional keep micro wave oven clean,
Positive,ideal much better old ones,
Positive,good cobetsv verified purchase  yes  condition new  sold by giftsbynet,
Positive,works really well affordable convenient lightweight definitely recommend 👍🏻,
Positive,good product good value money,
Positive,microwave lids good quality,
Positive,speedy delivery job need,
Positive,food cover handy cover foods,
Positive,microwave plate dose ment thanks,
Positive,perfect  value money ,
Positive,cover good thing,
Positive,well pleased microwave cover  verified purchase  yes  condition new  sold by giftsbynet,
Positive,great excellent valuecertainly protects food spitting microwave  great product,
Positive,ideal fits microwave perfectly verified purchase  yes  condition new  sold by giftsbynet,
Neutral,job ok price job,
Positive,microwavable plate guards needed,
Positive,best worth money,
Positive,covers plate food perfectly verified purchase  yes  condition new  sold by giftsbynet,
Negative,very bad verified purchase  yes  condition new  sold by giftsbynet,
Negative,broken arrival broken arrivalvery thin flimsiest plastic,
Positive,simple effective great  exactly meant,
Negative,bye two one pound elsewhere save money covers smashed arrival no proper package bubble wrap,
Positive,described  would recommend says tin not get handled would recommend,
Positive,well made useful product pleasing eye product well made no surface imperfections door well hinged wire mesh allows ventilation space twelve eggs large size two shelves,
Positive,lovely rustic egg box looked ages shops egg holder  lots lovely ceramic metal stone wooden ones available wanted something different gorgeous rustic wooden egg holder perfect  reminds chicken coop probably fell love not big beautifully made great price whats not likeread full review,
Positive,very well made looks gorgeous comes ready built apart little know screw all wood lovely smooth nice hinges magnetic closing door nice touch very well put together duck eggs fit tooread full review,
Positive,cute little egg box wife love cute little egg box storing 12 eggs door nice magnetic closure easy kids open,
Positive,hen house love little hen house one very much door would never shut properly one added genius magnet 😊,
Positive,neat little box very neat light weight cabinet holds eggs very securely love door mesh covering means always see eggs glance know many leftrlooks lovely kitchenread full review,
Positive,cute egg holder great value money highly recommended verified purchase  yes  condition new  sold by clickbuyuk,
Positive,egg storage bought daughter loves very pleased purchase,
Positive,love looks great kitchen eggs it’s 😊little house well made great value money 🙌🏽,
Positive,fits well kitchen good holds eggs well  could maybe slightly higher gap top lower tier   very well made two members family bought,
Positive,looks good works well looks great kitchen stores eggs securely holds 12 nice,
Positive,great product looks great kitchen,
Positive,egg house nice build egg house wife impressed,
Positive,great little egg storage great storage eggs well made looks great,
Neutral,ok product although nice product knob not wood rack stain nail supplied not correct not fit,
Positive,looks great looks great kitchen very pleased,
Positive,eggs looks good kitchen tidy,
Positive,best buy verified purchase  yes  condition new  sold by fstraders,
Positive,lovely needed,
Positive,decent quality verified purchase  yes  condition new  sold by clickbuyuk,
Positive,great addition kitchen highly recommended well made attractive,
Positive,cute well made product needed something store free range eggsi hens ideal plenty room eggslooks very smart kitchen,
Positive,advertised thank verified purchase  yes  condition new  sold by buybox786,
Positive,good egg storage great idea  store eggs no opening plastic cartons every time need egg ,
Positive,eggcellent ust wated kitchen thankyou,
Positive,egg box perfect,
Positive,perfect loved,
Positive,brilliant brilliant love,
Positive,perfecf great egg box,
Positive,very good perfecto love,
Positive,practical lightweight modern scales proved really practical easy use till moreover quite nice would say doesnt look bad leaving bench sometimes ,
Positive,works great value may take few hours receive code works emailed back beginning wonderyou get code within few hours youtube search find silly hidden place enter codes psit shouldnt imbedded much better deal read full review,
Positive,good value make sure turn off auto renew  promo code year not real year membership input code adds 5999it almost looks like charging right away hesitant first even complete sony charges wont get refundcharge dont turn off auto renew youll get charged beware half price long dont forget turn off auto renew youll gucci read full review,
Positive,one very happy ps4 owner      i’ve debating quite time really wanted purchase ps4 son very ecstatic  highly recommend any debaters they’ll glad wellread full review,
Positive,fast affordable good full price  arrived time exactly described all necessary cables controller  way better buying store,
Positive,light weight easy handle power supply missing part sons game unit game power supply part failed hes back game very happy self,
Positive,exactly wanted  great price ps4 xmas gift son dont keep letting play mine,
Positive,joyful mom brought daughter christmas  loves no problems all thank christmas amazing,
Positive,good buy ordered grandkids christmas worked great ,
Positive,overpriced yes functional definitely works really well yeah definitely bit overpriced quality image hey works no complaints 5 year old cell phone higher camera resolution works great games tracking movementread full review,
Positive,excellent product looking stream ps4 works great surprised clarity originally bought pricier camera streaming pc webcam hoping use ps4 pc unfortunately ps4 isnt compatible any device official playstation camera little irritated figured would cheaper quality wrong great actually better pc camera paid almost double microphone image clear pc cameraread full review,
Positive,excellent purchase brand new super smooth picture clarity transfer vivid pictures hd quality video,
Positive,camera got camera didn’t know set plug back playstation camera works great i’m excited live stream,
Positive,great camera upgrade ps3 works flawless clean crisp picture,
Positive,playstation 4 camara arrive sooner expected great product good quality love,
Positive,good deal camera works camera came sooner expected connected playstation 4 works beautifully need little cleaning apart worth good deal,
Positive,great fun camera enables us play lots new dancing games fun stuff well worth investment,
Positive,great product cousin loving already installed 1st day,
Positive,good item very good item excellent streams,
Positive,excellent recieved camera quicker expected new original packaging everything working great 100 recommend,
Positive,works great best thing buyed thanks works like new,
Positive,great controller expected sony great quality product,
Positive,love really good product camera works perfect,
Positive,great product works perfect product likenew works perfectly video audio solid,
Positive,solid camera price no audio though,
Positive,gift gf loved using 2k live streams look youtube 💙,
Positive,great good price great fully functional clean product,
Positive,nice really surprised whole vr system works amazingly,
Positive,great great product good quality,
Positive,sony camera original manufacturer product expected not one knock offs,
Positive,great quality price awesome quality ,
Positive,brand new reasonable price product good quality price reasonable challenging time,
Positive,good stuff very good stuff,
Positive,playstation camera great good product,
Positive,awesome deal good quality,
Positive,very good like bro thank u much,
Positive,gud good like end,
Positive,good enjoy  works well isnt expensive recommend,
Positive,unopened lower price perfect verified purchase  yes  condition new  sold by familywbg,
Positive,great stuff 👍🏼 came early great quality thank,
Positive,basically brand new very satisfied verified purchase  yes  condition new  sold by cosmic73,
Positive,works great verified purchase  yes  condition preowned  sold by stormchasr2000,
Positive,good condition verified purchase  yes  condition new  sold by republicofgames,
Positive,great price verified purchase  yes  condition preowned  sold by shortstahp,
Positive,great product great product must playstation users works amazing awesome quality worth,
Positive,great exceeded expectations highly recommend😊,
Positive,wow awesome buy great buy ,
Positive,camera cool  easy use,
Positive,very quick recommended very helpful,
Positive,excellent highly recommended would buy,
Positive, came faster usual,
Positive,tt didn’t ship today,
Positive,great use all time,
Negative,u not buy could break no wonder low price,
Positive,great equipment new box great price,
Positive,nice deal verified purchase  yes  condition preowned  sold by tommyzty,
Positive,ps4 camera camera goes perfect 50in sony smart tv great quality nice style matches new ps4 pro love,
Positive,great buy would buy,
Positive,awesome perfect,
Positive,camera sony ps4 excellent buyer excellent buyer,
Positive,good good no zoom,
Positive,shipping  shipping little slow got time christmas ,
Positive,fantastic  verified purchase  yes  condition new  sold by crystalconsulta,
Neutral,works packaging horrible glad work considering packaging thin not protected all arrived soaked,
Positive,big thank thank much,
Positive,love great price,
Positive,gustó buena camara  buen micrófono,
Positive,kids fun good job,
Positive,like new good work,
Positive,great ensure verified purchase  yes  condition new  sold by crystalconsulta,
Positive,excellent verified purchase  yes  condition new  sold by crystalconsulta,
Positive,quálitas camera verified purchase  yes  condition new  sold by xcutioner93,
Positive,ps5 worth getting whether preordered 2nd hand purchased even wait till next year ps5 5th generation playstation system launch available advanced haptic feedback controller thats battery life anywhere 3 hours 10 depending usage ps5 uses advanced cooling solution involving liquid metal evaporation chambers combined technique create quiet gaming experience launch few games however ps5 backwards compatible run games previous generations disc version comes blueray player run disc versions games unless require software downloads like high capacity games demand nowadays read full review,
Positive,34 year old son couldnt happier ha purchased adult son christmas says absolutely loves no better recommendation ,
Positive,ps5 christmas bought christmas present son  admittedly overpaid answered no question good value however willingly overpaid didnt want give son iou christmas  hes thrilled  set straightforward data transfer intuitive downloading games updating took less time ps4  hes impressed degree variance feedback controller particularly playing codread full review,
Positive,playstation 5 win incredible graphics lightning fast easy use 3d pulse headset perfect controller nextlevel couldn’t happier far,
Positive,ps5 graphics great  couldn’t get one retailer spend extra money christmas wife loves very excited worth graphics amazing can’t wait get 21 hdmi capable tv 4k see else offerread full review,
Positive,fantastic fun product expensive right best next generation gaming systems  speed games loads fast game play lot fun   right pay premium get one first versions might better wait supply catch demand  read full review,
Positive,excellent home entertainment great picture super fast loading games cant wait able buy rent movies though playstation kind dropped ball one,
Positive,tried store knew one ps5 next gen gaming also best market don’t waste time make purchase ,
Positive,ps5  worth kinks few kinks 1st gen products one no different rest mode issues overall beautiful graphics product very fast ssd loading times,
Positive,very satisfied all around worth extra fee paid holidays  graphics great best purchasing all favorite games ,
Positive,ps5  yes please far ps5 awesome  syncs much easier 5g wireless router,
Positive,amazing product amazing console kids love product arrived time promised  thank ,
Positive,great ps5 u know getting super fast load times r almost non existent ,
Positive,thank very nice console made year much better,
Positive,great gaming console prior playstation 2 needless say playstation 5 significant upgrade current tech times ,
Positive,brand new perfect condition ,
Positive,expensive purchase well worth  thankful received gift son loves ,
Positive,amazing very awesome system love ,
Positive,great purchase worth every penny   son loves system  ,
Positive,ps5 no issues obviously price mark want something bad enough come,
Positive,kids love ps5 complaint price gouging love,
Positive,works great excellent console super quick loading amazing graphics ,
Positive,title scream  looks good less dicey untuly,
Positive,ps5 son loves,
Positive,ps5 console great system last us 2 looks great,
Positive,awesome product product excellent,
Positive,ps5 not happy price appreciate finally opportunity get device,
Positive,thank thank ps5 everything great thank great salesman ,
Negative,scalpers good people want put food table families  quit mean guys im cereal lol,
Positive,ps5 expected picked upgot time christmas son happy get,
Positive,great gaming system advertised great system,
Positive,ps5  great product very thorough communication,
Positive,sweet  absolutely awesome hate needed spend 900 oh well ,
Positive,ps5 fast loading times star controller,
Positive,great deal got decent price works expected,
Positive,great product  verified purchase  yes  condition new  sold by spendalkendal,
Positive,sony nex 5t camera ability take great photos candle light night hand hold mode takes 5 pictures different exposures sec combines single photo camera also smart remote function let control camera smart phone use function telescope shoot see shot form inside house telescope 20 degree weather also nex 3 good 5t without remote function ccamere comes remote function smart remote downloaded sony website camera also connect web download updates thru wireless router camera used point shoot automatic setting full manual creative control love little camera 2 nikon sony a65 love carry one size weightread full review,
Positive,love looking camera im happy found said used condition like brand new perfect budget camera still great quality love,
Positive,try like  price cant beat compared picture quality canon 5d kit lens shooting page newspaper print 15 feet  could not see any difference  fits comfortably hand reviews complain many features controlled digitally not physical wheels buttons  not problem  doesnt seem much different canon  bought backpacking perfect  light weight cmpact  one short coming limited digital display frame photos must shade make use screen not shade aim shoot hope close  several devices available provide screen digital display seem limitations still exploring options  tiny flash manual not lens works well any mounted manual flash  useful additionread full review,
